epoch,train_loss,val_dice,val_iou
1,0.05082211742120669,0.964802086353302,0.9340657591819763
2,0.019756327173570943,0.9715425968170166,0.9475458264350891
3,0.015703591083961348,0.9591526389122009,0.9286386370658875
4,0.012029315943384388,0.9796965718269348,0.961820125579834
5,0.011261767994990677,0.9613869786262512,0.9310600757598877
